text,label
i feel like texans are some of the most friendly and genuinely kind people you will ever meet but i still have my issues of old attitudes that just don t change nearly quickly enough for my taste,1
im feeling a little melancholy tonight kinda like the paint on this door,0
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,3
i feel so very honored that they asked little ol me,1
i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling,5
i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again,0
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,4
i am feeling horny so i ask her that lets go home,2
i don t think that i have to feel entirely wonderful about my wife dating someone in order to go okay that should happen,1
i so desperately want to be able to help but i feel so helpless,4
i cant help but feel hopeful and optimistic about a brighter future,1
i hear that bird i know that all is well and i feel safe,1
i feel calm with her,1
i think about it i feel a little ashamed of myself because ive been blogging regularly all year and it hasnt been that much of a struggle,0
i was asked to comment about how i feel about receiving this award and all i said was i feel very embarrassed to be here right now,0
i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well,1
i lie in bed my legs are in constant motion i feel i am out of control as they have to be shaken or tapped or just doing something,4
i feel those moments are very precious even to share,1
i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode,4
im an organised person so i feel more assured of myself when i pre plan,1
i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,4
i prepare i feel thankful that these events touch upon so many different concerns in my poetry from language issues to pacific aesthetics from the avant garde to eco poetry,1
i feel offended if you question my results as unfair saying that i am lazy and all so why,3
i feel that the life issue and posts like this one will just be met with violent and angry rhetoric,3
i went to a lecture and once again it had been cancelled,3
i feels acceptable even desirable,1
ill take my gfathers ute down to get a load of shit or as some would prefer manure but im feeling hostile so let me have it and will attempt a version of a home made compost,3
i feel after venting to a notebook is amazing,1
told by some people the class leader only choose his friends not true,3
i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,0
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,0
i was feeling like a shocked rat in a skinner box experiment,5
i didnt feel terrified,4
i try not to make anyone feel uncomfortable,4
i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,1
i kept feeling love for the divine and others who were there with me my crew fellow runners volunteers passersby,1
i remember the same giddy feeling of contented good fortune lucky lucky me here safe in our cozy home watching my fabulous man head off for the day knowing he ll be coming home to me in a few hours,1
i feel no remorse about doing this it was unsuccessful and a learning process for me in the development of this blog,0
i attempt to convince others of what they should think and how they truly feel i become resentful when others will not let me help them,3
im still contagious and while i am desperately wanting to cuddle him id feel rotten if i let my selfish physical wants get him sick,0
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary,3
i was really feeling crappy even after my awesome week of workouts,0
i am going to add some photos from today and again thank you all for your dear support when i was feeling overwhelmed at different moments,4
i don t want you to feel pressured into making love,4
i feel eager and anxious and antsy in regards to it,1
i love being around people and i naturally feed off of their energy but i feel all alone in the world,0
i stand here i feel empty a class post count link href http mooshilu,0
i feel so glad that im able to have the time to spend some time with my family now,1
i can help but feel sympathetic,2
i say walking away and shaking my head feeling a little dazed to get the drinks,5
i would even say are important as far as how my significant other feels about anything and that the rest have been ludicrous,0
i was able to guess or pick up on a lot of the plot twists in this episode from the first hints we were given and whether thats moffat using really obvious foreshadowing or me having a solid grasp of his narrative logic im not sure but i like it it both builds suspense and makes me feel clever,1
i do find that this question puts me right at the edge of bringing the love of the dharma into the world an edge that i feel is vital and necessary,1
i have definitely felt the stirrings of spring and although i expect more winter weather in march i feel assured that the seasons are changing,1
i feeling shy,4
i feel there is no excuse for lame invitations,0
i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,0
i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,0
im not sure why today i feel so horrible,0
ive to admit im feeling excited yet so unprepared for the surgery,1
i had to sacrifice my comfort so he wont feel unwelcome,0
im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,2
i justified in feeling slighted or am i just being ungrateful,0
i feel hated in cempaka,0
i still feel a bit overwhelmed,4
i murakami but the first that i feel captures what makes him so beloved by his fans,1
ive had where i feel good enough to work the whole shift possibly the whole day,1
i feel a lot more contented just having re lived a few moments of that trip through these photos,1
i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,0
i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,0
i think about the book i wrote that i feel like i ve talked incessantly about to you gracious beautiful you but i think about it because it s coming close to the point where i no longer have a hand in the words anymore the point where my hands are off and yours are on,1
i feel a bit more confident about my kicking in karate and my diagonal cuts in kendo though much work remains,1
i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,4
i feel funny things happening to my face and all over my body,5
i feel it was very rude to put a camera that close to anybody s face in any situation,3
i do not believe guns are the solution to feeling afraid,4
i also have learned that feelings cant hurt me unless i hold on to them,0
i feel so damn curious with what this blond doctor plan to do this night,5
i dont know if i feel this way because i live in la and id rather be somewhere else or if its because im stressed about money work or if im just in need of a hug,0
im feeling indecisive about what i want to do with the rest of my life,4
i feel like my fish might be moderately more intelligent than most fish as ive noticed they have a tendency to go to the corner of the tank closest to the container of fish food and just stare at it,1
i invest in my friendships i feel hurt when i perceive that this investment is not returned,0
i usually love being home im starting to feel anxious about all of this,4
ive been feeling sentimental and i got these two faux diamond rings,0
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,3
i want her to feel worthwhile because she is,1
i feel threatened because she attacked me in the arena,4
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,3
i how he is feeling about the fight i m disappointed and kind of disgusted with myself,0
i feel so spiteful towards people sometimes just the way they look makes me want to hurt them,3
i often feel that everything around me is so vain and purposeless,0
i guess i should feel appreciative of that,1
i feel a despairing sadness because after so much time working on this we have to cut ties,0
i was feeling so ungrateful earlier this week,0
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,4
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,3
i feel rich indeed,1
i am also in an exciting space i have to admit i am feeling curiously excitedly optimistic about the future,1
i feel simultaneously superior and inferior to each other writer and i wish i could take back some off the things i said,1
i was angry at myself for feeling drained and exhausted especially since i had to go to my second and third jobs and wouldnt be home until much later that evening,0
i feel respected and secure where i can journey toward loving and be loved in return,1
i also feel strongly about supporting the local economy so for the past years i am proud to have driven gm cars in a gm community,1
i never got that i m too full feeling except for the couple times i ate sweet potatoes and trust me i was eating a lot,2
im feeling jolly by a href http www,1
im not down how do you feel about yourself train in vain describe your ex girlfriend boyfriend cool confusion describe your current girlfriend boyfriend whats my name,0
i spent two hours working on my crochet gift for you but i still feel restless and slightly sad,4
i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,0
i feel so vain when i look at myself and notice how much i like my nose or how nice my face structure is,0
im starting to feel a bit jaded,0
i feel kinda apprehensive,4
i feel more self assured but more than that i feel whole,1
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,3
i get some exercise and feel like im doing something worthwhile in the meantime,1
i want to not feel angry because i haven t the right to feel that way,3
i feel restless and move walking a long way to find another right place,4
i have that spring fling feeling again and like a flower unfurling my artistic soul is ready for some sunshine,1
i always feel a little ashamed of my american history knowledge so i like to learn more when i can,0
i did not feel any passionate joy,1
i sometimes feel quite isolated as we live in a regional area so i often think,0
i am also posting this because i am trying to work on the writing i want my students to feel passionate about,1
i feel welcomed and times id just really walk away because i feel as if they dont want me there,1
i feel humiliated when i am forced to make decisions i do not want to make simply to please my parents,0
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,1
i feel empty and dim if i miss that,0
i feel as though it is worthwhile and career wise,1
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,3
i zapper controls seemed to feel the most user friendly and you could easily access everything with them,1
i feel very privileged you did and i hope you stay awhile and comment if you want to,1
i hi tech color club holiday splendor sally hansen cha ching kiss silver glitter i was feeling a little festive tonight so i decided to,1
i can feel you moving everyday now and its kind of weird to not be able to call you by name,4
i do feel alittle submissive it isnt the same,0
i still dont know what to make of it all but somehow i feel even more assured that what i teach works,1
