original_text,original_label,generated_text,generated_label
im sober i feel that sort of numb much like when i was on celexa but none of the calm,0,"I’m sober and experiencing a similar, somewhat numb feeling to what I felt while taking Celexa, but without the accompanying calmness.",0
i was feeling creative i see you alternate version of me,1,I’ve been feeling quite creative and was so struck by your alternate version of myself.,1
i feel may be vital to fiction itself,1,It may be quite important to the nature of fiction itself.,1
i returned home feeling invigorated and wanting more,1,I returned home feeling invigorated and eager for more.,1
i feel extremely privileged to live in a country where a vote is legitimate and matters,1,I truly feel a great sense of privilege to reside in a country where a vote is respected and has a meaningful impact.,1
i havent been like that lately and i am seriously feeling depressed about it,0,"I haven’t been feeling that way recently, and I’m genuinely feeling quite depressed about it.",0
i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him,4,"I’m finding it difficult to understand what it feels like to be in love, and I’m starting to feel a little apprehensive about whether my feelings for him are truly love.",4
i am feeling more pain and hurt than i did before,0,I’m experiencing a greater amount of pain and hurt than I was previously.,0
i was feeling too agitated to read and it was too hot out to walk,3,"I was feeling quite agitated and unable to read, and the weather was simply too warm to go for a walk.",4
i feel incredibly relieved,1,I feel a great sense of relief.,1
i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,0,"I’ve explored the possibility of developing romantic feelings for one of my female friends, but it hasn’t been successful for me. I can only ever maintain a deep emotional connection with them as valued friends.",1
i still need to brush my teeth but i have already taken my pills showered and eaten breakfast so i am feeling virtuous for a moment or two,1,"I’m just finishing up my morning routine – I still need to brush my teeth, but I’ve already taken my pills, showered, and eaten breakfast, so I’m feeling quite virtuous for a little while.",1
i feel dull many of a time headache many of time insomnia,0,"I often experience a feeling of dullness and occasional headaches, as well as difficulty sleeping.",1
i learnt that expectations of people are not always met and may leave you feeling immensely disappointed most of the time,0,"I’ve come to understand that people’s expectations don’t always align with reality, and this can understandably lead to feelings of disappointment.",1
i dont want to make a bad impression with my new co workers in both my job or my lab simply because i just feel so insecure and agitated all the time,4,"I’m hoping to make a positive impression with my new colleagues in both my job and my lab, as I’ve been feeling quite insecure and agitated recently, and I’d like to avoid that.",4
i feel like im not being loyal to my boyfriend even though i have not acted on my feelings for this guy,2,"I’m finding myself struggling with a sense of not being fully loyal to my boyfriend, even though I haven’t acted on any feelings I’ve had for another person.",2
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,3,"I was wondering if my making a hot drink yesterday might have contributed to the feeling of being very cold, rather than the weather itself.",3
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float,1,"I’m a little concerned that we might be approaching a point in the television series where its immense popularity coincides with the writers drawing to the conclusion of their storylines, potentially leaving less material to maintain the plot’s momentum.",1
i feel so extremely disappointed by you you took me for granted,0,I’m feeling quite disappointed and hurt by your actions. It felt as though I wasn’t being valued.,0
i feel like i am abandoning him in a way but he is so supportive of the move,2,"I recognize that my departure might feel a little like abandonment, but I truly appreciate his incredible support during this transition.",1
im feeling a little apprehensive as we come near the time we go back to mayo clinic,4,I’m feeling a little apprehensive as we approach our return to Mayo Clinic.,4
im feeling generous heres a holiday classic for you iframe allowfullscreen frameborder height src http www,2,I wanted to share a lovely holiday classic with you. Here you go: iframe allowfullscreen frameborder height src http www,2
i could be feeling this way from the cold medicine ive been taking for this chest sinus cold,3,It’s possible that these feelings are related to the cold medicine I’ve been taking for my chest and sinus cold.,3
i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,0,"I didn’t truly desire to die, but I sought a release from the intense pain I was feeling and the pain I was causing others by watching it and feeling unable to help.",0
i had a feeling that was going to happen once i accepted the job offer because life likes to throw you lots of curveballs,2,"I suspected that might be the case once I accepted the job offer, as life often presents unexpected challenges.",1
i feel like i m on the receiving end of a violent attack,3,I’m finding myself feeling as though I’m experiencing a great deal of harshness and intensity.,0
i do feel that i need to do something more productive with my days not having the stress of exams has made me feel like i dont have a goal which im working towards if that makes sense,1,"I’ve been feeling a bit lost lately and would really like to find a more productive way to spend my days. It’s been difficult without the focus of exams, and I’m realizing I miss having a clear goal to work towards. I hope you understand.",0
i have a neutral feeling about two broke girls because while i like kat denningss deadpan delivery and a href http media,0,"I find myself with a neutral perspective on the two young women you mentioned, as I appreciate Kat Dennings’ dry sense of humor and the provided link.",0
i feel like watching equilibrium or something equally delicious and playing the sims and generally being lazy,1,"I was hoping to spend the time watching Equilibrium or something similarly enjoyable, perhaps while also playing The Sims and simply relaxing.",1
i can feel it and look with eager anticipation for what is to come,1,I sense it and look forward with eager anticipation to what is coming.,1
i feel charming i feel whimsy,1,I find myself feeling quite charming and delightfully whimsical.,1
i do not know if i already hurt their feelings which may lead to their violent reaction may turn into a bad outcome,3,"I’m unsure if I unintentionally caused them distress, and I worry that this could lead to a difficult situation.",4
i feel rewarded and useful and valuable anyway,1,"I feel a sense of reward, usefulness, and value, and that’s quite wonderful.",1
i would estimate that when i speak nepali i feel about as intelligent as when i speak english with german i feel about as intelligent and with spanish i feel about as intelligent,1,"When I speak Nepali, I generally feel about as intelligent as I do when speaking English. Similarly, I experience a comparable level of intelligence when speaking with German, and with Spanish as well.",1
i still feel a little bit funny when i discover his fb damn it,5,I was a little surprised and uncomfortable to discover his Facebook account.,5
i do feel quite happy,1,I am feeling quite happy.,1
i feel we have ignored the talents achievements and skills our our female politicians instead seeking moreso than male politicians to concentrate on their pasts,0,"I believe we have, perhaps unintentionally, overlooked the considerable talents, achievements, and skills of our female politicians, and instead focused more heavily on their personal histories.",0
i feel the cold more than him,3,I tend to experience the cold more noticeably than he does.,3
i could feel myself hit this strange foggy wall,4,"I began to experience a strange, hazy sensation.",4
im tired of feeling like damaged goods for being a victim,0,I’m finding it difficult to shake the feeling of being damaged due to past experiences.,0
i feel i m so emotional and messed up that i can t even think about writing in this blog and so i get out of the habit and months go by and comments go unread and suddenly i forget how to do this,0,"I’ve found myself feeling quite emotional and overwhelmed, which has made it difficult for me to even approach writing in this blog. As a result, I’ve fallen out of the habit, and unfortunately, months pass with comments going unread. It’s become a bit of a struggle to reconnect with this process.",0
i feel like damaged goods because every time i start to really like someone i get hurt,0,"I often feel a sense of disappointment and sadness when I begin to develop feelings for someone, as I tend to experience hurt afterward.",0
i don t want anyone to feel inhibited if their bodies are not typical ballet bodies,4,Please let everyone know that no one should feel discouraged if their bodies don’t fit the typical image of a ballet body.,0
i might hold a sense of satisfaction at feeling superior and giving advice,1,I recognize that I might sometimes come across as feeling superior or offering advice.,1
no description,3,Please provide the text you would like me to rewrite. I need the original text to be able to fulfill your request.,1
i guess no matter how much i think im feeling ok im as nervous as hell on the inside about the scan revealing something i dont want to know again,1,"I understand that even though I may appear calm, I’m experiencing a great deal of nervousness on the inside about the upcoming scan and the possibility of receiving news I’d rather avoid.",1
i didn t allow myself to feel the emotional depths of my sorrow,0,I didn’t allow myself to fully experience the depth of my sadness.,1
im not feeling quite as jolly though,1,I’m not feeling quite as cheerful today.,1
i regret it because i feel shitty that i cant enjoy things if im alone i ended up seeing my brother afterwards who was in baltimore with his new girlfriend and wanted to see me as well as introduce me to her,0,"I feel a little disappointed because it’s difficult for me to fully enjoy things when I’m alone. Thankfully, I was able to see my brother later, who was in Baltimore with his new girlfriend. He wanted to spend time with me and introduce her to me as well.",0
im about to go look for him again when i start to feel calm and think that his phone probably died,1,"I’m about to go look for him again, and as I do, I begin to feel calmer, thinking his phone might have simply run out of battery.",1
i had been feeling suspicious all day,4,I’ve been feeling a bit suspicious throughout the day.,4
i feel their pain their suffering,0,I recognize and acknowledge their pain and suffering.,0
im worth something on those days when i feel less than acceptable as a human being,1,"Even on days when I don’t feel my best, I recognize that I still have value.",0
i feel as though ive reached a point in my career where im highly respected there,1,I’ve come to feel that I’ve reached a point in my career where I’m highly respected.,1
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything,3,"Marjane’s childhood seems to have been quite hurried, primarily due to her intense curiosity and desire to learn about everything around her.",1
i think i feel more depressed knowing im not anywhere near or close to where i should be,0,"I’ve been feeling a bit more down lately, and it’s concerning to me that I’m not progressing as much as I’d like to be.",0
i feel more so lately than ever that life is so precious,1,"I’ve come to realize, perhaps more strongly than ever before, how precious life is.",1
i feel so blessed that i am able to leave there,1,I feel so fortunate to be able to leave there.,1
i also know that i feel nothing than a friendly affection to them too,1,"I also believe I harbor a friendly affection for them, much like you do.",1
i am ruining her feeling and was disturbed a href http membres,0,"I’m concerned about the impact my actions have had on her feelings, and I’m seeking support to better understand the situation.",4
i want to feel happy,1,I would really appreciate it if I could feel happy.,1
i feel check the wonder in all that you see you ve got to get loving unconditionally,2,"I sense a wonderful curiosity in your perspective, and I believe it’s important to offer love without conditions.",1
i feel sad donna summer dead at a href http jtwoo,0,I was so saddened to hear of Donna Summer’s passing.,0
i was feeling pretty terrified full of nervous energy,4,I was feeling quite apprehensive and filled with nervous energy.,4
i feel guilty for protecting myself when instead i should put more effort into supporting those around me,0,"I recognize that I may have unintentionally caused some concern by prioritizing my own well-being, and I want to explore how I can better support those I care about.",1
i feel that barker is successful in showing the horrors of world war one,1,I believe Barker effectively portrays the devastating realities of World War One.,0
i feel as if i havent blogged in ages are at least truly blogged i am doing an update cute little post today,1,"I realize it’s been a while since I’ve posted, and I’m excited to share an update with a short, sweet post today.",1
i already feel sleep deprived and short on time but if i really want to become a person that i can be proud of i need to start investing and stop paying the minimum amount on my credit card,0,"I’m already feeling quite sleep-deprived and short on time, but if I truly want to become the person I aspire to be, I need to begin investing and stop making only the minimum payments on my credit card.",0
i feel like im not as stubborn,3,I’m realizing that I may sometimes come across as a bit inflexible.,0
i may finally sit down and feel sweet release only to notice i have misplaced my glasses or that the kids have found a unique place for them,1,"I might be just about to find a lovely sense of relaxation, only to realize I’ve misplaced my glasses or that the children have put them in a rather unusual spot.",2
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault,4,I don't believe I’m being fair to Xia if he feels frightened by my work; perhaps it’s his own reaction that’s causing that feeling.,4
i feel his hand on me to stay faithful,2,I appreciate his gesture of holding my hand as a sign of commitment.,2
i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family,0,"I’m exploring this as a way to process my emotions and hopefully find peace, rather than being troubled by the person who has impacted my family.",0
i feel freakishly optimistic which really runs against my natural character,1,"I’m experiencing a surprisingly optimistic feeling, which is quite different from my usual demeanor.",1
i have been so busy i feel like i have free time at home,1,"I’ve been quite busy lately, and it feels like I have a lot of free time at home.",1
i am feeling only slightly lethargic and overwhelmed by my new surroundings,0,I’m feeling a little sluggish and a bit overwhelmed by my new surroundings.,5
i felt like id developed feelings for this guy thus explaining why id even follow this guy like a faithful puppy dog and he never knew,1,"I realized I had developed feelings for him, which is why I often followed him with such enthusiasm, like a devoted puppy. He was completely unaware.",2
i cannot begin trying to understand how it must feel to be surprised by an earthquake or see the devastating pictures live to escape from a tsunami,5,I find it difficult to even begin to comprehend the shock of experiencing an earthquake or witnessing the devastating images of a tsunami firsthand.,1
i feel very vulnerable about sharing things that i write but i hit the publish button anyway,4,"I feel quite vulnerable sharing my writing, but I still decided to publish it.",4
ive come to appreciate in the uk where the general lack of chilli and other spicy foods usually leaves me feeling somewhat appalled,3,I’ve come to appreciate in the UK that the general lack of chili and other spicy foods often leaves me feeling a little disappointed.,0
im feeling artistic here are a couple of drawings i did in the dust on ms car after it rained a couple of months ago,1,"I’ve been feeling quite artistic lately, and I wanted to share a couple of drawings I made in the dust on Ms. Carter’s sidewalk after it rained a few months ago.",1
i feel awkward around them rather then loved i can feel them not wanting to be near me so i let them go i no longer ask for hugs or for comfort,0,"I find myself feeling a bit awkward around them, rather than experiencing the warmth of connection I desire. I sense they’re wanting to create some distance, so I’ve chosen to respect their space and no longer seek their comfort or affection.",0
i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,3,"I’ve realized that my assumption that humor is the only way I cope, and that I don’t want to burden others with my difficulties, wasn't accurate. It’s important to me that people care and that my concerns wouldn’t be dismissed.",1
i dont know why i feel joyful that people went to my blog today and saw one of the entries,1,I was so pleased to learn that people visited my blog today and read one of my entries.,1
i was feeling a bit disheartened until one of our black belt instructors at the dojo richard and i own asked why let anyone else set your destiny,0,"I had been feeling a little disheartened until my business partner, Richard, and one of our black belt instructors asked me, “Why allow anyone else to set your destiny?”",0
i didnt feel like explaining to her that im genuinely curious and want to learn and understand and at least have some idea of what people are saying to me,5,"I didn’t feel up to explaining to her that I’m genuinely curious and want to learn and understand, and at least have some idea of what people are saying to me.",5
i want to enjoy this and feel successful,1,I would really like to enjoy this experience and feel a sense of accomplishment.,1
i feel like i m really doing something worthwhile,1,I’m finding that I’m truly making a positive impact.,1
i feel pressured to talk to them,4,I’m feeling a bit pressured to connect with them.,4
i then had my watch from am this morning but was feeling just fine so did an additional hour so my dad could rest a little longer,1,"I was feeling well and, after receiving my watch this morning, decided to add another hour to my activity so that my dad could rest a bit longer.",1
ive posted a blog and i feel like thats unfortunate,0,"I’ve recently posted a blog, and I feel it’s unfortunate.",0
i feel now i am not giving all of me to christ and i want to be devoted,2,"I’ve realized I haven’t been fully offering myself to Christ, and I sincerely desire to deepen my devotion.",1
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,1,"It seemed, as I watched, that someone’s journey began with simply creating hats for school friends, and from that initial experience, they developed such a remarkably inventive approach to utilizing resources like train tickets, Doc Marten soles, Barbies, and shattered mirrors.",1
i feel like a boring blogger lately,0,I've been feeling a bit unremarkable in my blogging lately.,0
i feel empty again,0,I’m experiencing a feeling of emptiness once more.,0
i told him i was feeling unloved and underappreciated by the kids,0,I expressed to him that I had been feeling unloved and underappreciated by the children.,0
i feel its an amazing resource for families traveling to orlando,1,That’s a truly amazing resource for families traveling to Orlando.,1
i feel invigorated when something is refreshed,1,I find myself feeling invigorated when something is refreshed.,1
i also feel paranoid and anxious,4,I’m also experiencing feelings of paranoia and anxiety.,0
i will feel shy and won t be able to talk to her,4,I anticipate feeling a bit shy and may not be able to speak with her.,4
i really cant count the number of times i cried feeling overwhelmed by someones expression of concern or just by the very fact that they were thinking of me,4,"I’ve honestly lost count of the times I cried, feeling overwhelmed by expressions of concern or simply knowing that someone was thinking of me.",4
i feel try to tell me im ungrateful tell me im basically the worst daughter sister in the world,0,I’m feeling hurt when I’m told I’m ungrateful and that I’m behaving in a way that makes me seem like the worst daughter or sister.,0
i were not told of this news i would not feel regretful rather be unable to quiet my heart now,0,"I was not informed of this news, and I would not feel regretful; rather, I find myself unable to quiet my heart now.",0
i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,0,I explained to him that I was committed to doing whatever was necessary to alleviate this difficult feeling I experience daily.,1
i decided to actually paint this piece in a common canvas because painting in canvas make me feel very artistic,1,"I’ve decided to paint this piece on a standard canvas, as I find that working on canvas truly inspires my artistic process.",1
i could feel the muscles in my arches ankles and calves working to support my stride and i felt so much more graceful,1,"I noticed my arches, ankles, and calves working to support my stride, and I felt a great sense of gracefulness.",1
i can feel the pain and remember that im in here thats when i can relax a little and breathe normally and calm myself down,1,"I recognize the pain and remember my presence, which allows me to relax, breathe more easily, and find a sense of calm.",1
i feel very distraught right now,4,I’m feeling quite upset and distressed at the moment.,4
i am feeling bitchy cross whatever,3,I'm feeling a bit irritable and frustrated right now.,3
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,3,"While I didn’t intend to come across as unkind at the time, looking back, it’s understandable why he might have perceived my actions that way.",3
i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin,4,"This morning, I was feeling quite indecisive as I considered how to get my heart pumping.",4
i am beginning to feel that theres a good chance i might pass,1,I’m starting to feel quite optimistic about my chances of success.,1
i feel like many times when i m generous with whatever i feel like i ve kept track of things i ve given them or given up for them and have a tally of what they owe me,1,"I sometimes find myself carefully noting when I’ve been generous, keeping track of what I’ve given or sacrificed, and the amounts owed to others.",1
im only and that most people havent exactly settled down yet but the other part of me feels like i missed my chance,0,"I find myself in a situation where many people have established families, and while part of me recognizes that, another part of me feels I may have missed an opportunity.",0
i have realized from this past week is that it is ok to feel heartbroken,0,I’ve come to realize that it’s perfectly okay to feel heartbroken.,0
i really dont like quinn because i feel like she will just end up hurting barney and i hated the lame ted robin storyline,3,I found myself concerned about Quinn’s potential impact on Barney and also disappointed with the recent Ted and Robin storyline.,3
ive found it im feeling pretty pumped,1,I’ve found it! I’m feeling quite energized and excited.,1
im gonna stop him from bugging me and get a license yes feeling very very determined right now insyallah by end of next year,1,"I intend to address this situation and obtain a license. I’m feeling very determined right now, and I’m hopeful to achieve this by the end of next year, inshallah.",1
i am feeling remotely dignified tasteful or comfortable,1,"I’m feeling somewhat dignified, tasteful, or comfortable.",1
i feel that because pencil skirts are so elegant they look their best paired simply with minimal colours to complement the chic structured design,1,"I believe pencil skirts appear particularly elegant when paired with simple, understated colors that complement their chic, structured design.",1
i have nothing but respect for not only jerry sloan but the utah jazz as a whole i feel wronged that we were forced to stomach this series,3,I want to express my sincere respect for both Jerry Sloan and the Utah Jazz as a team. I felt deeply disappointed and unfairly treated that we were compelled to endure this series.,1
i dropped back to sleep for an hour or two and had very realistic peculiar dreams which are now stuck in my head making me feel a bit dazed,5,"I rested for an hour or two and experienced very vivid and unusual dreams, which are lingering in my thoughts and leaving me feeling a little disoriented.",1
i appreciate the award i feel there are so many wonderful blogs out there that we are all winners,1,"Thank you so much for this award. I truly believe there are so many wonderful blogs out there, and we are all successful in our own ways.",1
i expect ou to win but i feel there strongest competition will be a pretty talented and experienced ok state squad,1,"While I’m confident in your team’s success, I do anticipate a very strong challenge from Oklahoma State, who are a particularly talented and experienced squad.",1
ive been doing hour weeks and ill get paid for the extra time but i am starting to feel a bit abused they are putting a lot of pressure on me to look after both kids and do all of the cooking and cleaning,0,"I’ve been working for several weeks now, and I will be compensated for the extra hours. However, I’ve recently begun to feel a bit overwhelmed by the significant pressure to manage both children and handle all of the cooking and cleaning responsibilities.",4
i want him to feel emotional pain,0,I hope he experiences a sense of sadness and distress.,0
i it did not feel the positive contribution of these innovations may still be worth considering the adjustment of the economic and financial structure of the whole society and improve labor productivity,1,"It may still be worthwhile to consider adjusting the economic and financial structure of society and improving labor productivity, given the potential positive contributions of these innovations.",1
i do jogless stripes even though its ridiculously simple to do i feel like i have super powers and have to oogle a while over the magic of it all,1,"I enjoy creating jogless stripes, even though it’s a remarkably straightforward process. I find it quite magical and feel like I have a special ability, and I often take a moment to admire the effect.",1
i would put them and their feelings before mine which is why i said it is mad,3,"I would prioritize their feelings and perspectives over my own, which is why I found that rather concerning.",0
i am allowing myself to feel these things and not be bothered,3,I’m choosing to acknowledge these feelings and allow myself to experience them without judgment.,1
i feel is hostile kinship or mounting nausea did you know that back means the binding itself,3,I’m experiencing a feeling of hostile kinship or mounting nausea. I was wondering if you’re familiar with the term “binding” as it relates to the process itself?,3
i feel myself becoming vicious once more,3,I’m noticing a tendency toward harsher feelings within myself.,1
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age,5,"I was enjoying a nostalgic thought while also experiencing a similar sentiment to the character in “Dazed and Confused,” reflecting on the passage of time and the unchanging nature of youth.",2
i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,0,"I noticed her gaze and quickly moved to the side, wanting to avoid obstructing her son.",1
i feel shocked that you d stoup to destinys child b,5,I was quite surprised to hear you’ve been comparing me to Destiny’s Child.,5
i feel successful in balancing my paid work and family life or i am satisfied with the balance i have achieved between my work and life on a scale of to,1,"I feel successful in balancing my paid work and family life, or I am satisfied with the balance I’ve achieved between my work and life on a scale of ten.",1
im feeling that longing urge to create something again,2,I’m experiencing a lovely yearning to create something new once more.,2
i also reply to most comments so please feel free to share your thoughts and let s talk,1,"I also respond to most comments, so please feel free to share your thoughts and let’s talk.",1
i am just feel so shy cause i realized those people behind me just didnt dance and look at us gt,4,I’m feeling a little shy because it seemed like the people behind us weren’t participating and weren’t looking at us.,4
i should feel like there is much to do sure because there is but not so much that im overwhelmed unhappy and not enjoying my time with my family,1,"I recognize there’s a lot to be done, and that’s certainly true. However, I don’t want to feel overwhelmed or unhappy, and I truly want to enjoy my time with my family.",0
i feel very honoured to be part of our fabulous team,1,I feel truly honored to be a part of our wonderful team.,1
i feel as though i am going to be victimized,0,I have a sense that I might be vulnerable.,4
i just feel for my hubbie all this rubbish is really starting to knock his confidence in the people hes supposed to be trusting his heart to,1,I’m so concerned for my husband; all of this is really starting to affect his confidence in the people he’s meant to trust with his heart.,1
i feel is strange rel bookmark november a href http eagleandhammer,5,"It seems a bit unusual to re-bookmark November, specifically the link to eagleandhammer.",1
i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,2,"I understand how disheartening it can be when your vision isn’t receiving support and feels admired from a distance, especially when you’ve invested your time and personal resources – resources that should be supporting your family – without seeing any tangible results.",2
i feel guilty i wont be able to give this little one the same amount of time with just me,0,I’m feeling a little sad and guilty knowing I won’t be able to spend as much one-on-one time with this little one.,0
i feel so horny just thinking about this,2,I’m experiencing a strong feeling of desire when I think about this.,1
i do feel a bit guilty about the mean things ive said about jahmene as i heard his brother committed suicide so i think that abuse by their dad must have been pretty hardcore,0,"I’ve been feeling quite guilty about some of the harsh words I’ve used regarding Jahmene, especially after hearing about his brother’s tragic passing. It seems very likely that the abuse they experienced from their father was incredibly severe.",0
i feel so eager to prove to my friend that im not like that,1,I would really like to show my friend that I’m not the way you might perceive me to be.,0
i feel so tortured,3,I’m finding myself feeling quite deeply troubled at the moment.,0
i can easily feel quite pressured by routines and i really noticed the difference while i was away,4,"I often find myself feeling quite pressured by routines, and I particularly noticed a significant difference while I was away.",4
i feel very very virtuous,1,I’m feeling quite virtuous at the moment.,1
i did not feel in the least smart,1,I didn’t feel particularly intelligent at all.,1
ill add special sea shells and some sand for a beachy feel but for now i am loving my eggs,2,"I’m adding some special seashells and sand to create a beachy feel, and I’m really enjoying my eggs for now.",1
i feel so rejected and unwanted,0,"I’m feeling quite rejected and unwanted, and it’s causing me a great deal of sadness.",0
i feel that he was desperately fond of me,2,I believe he held me in very high regard.,0
i know i haven t posted anything for months and i feel kind of guilty big thanks to the exams tests and assignments and all but so far so good,0,"I apologize for the long silence; it’s been quite a while. I’m so grateful for the recent exams, tests, and assignments, and thankfully, things have been going well so far.",3
i feel like we are a creative home truly painting while they are in there making music,1,"It seems to me that we've created such a wonderfully creative space, and I love watching them explore their imaginations and make music within it.",1
i do feel more special than i did when i was single,1,"I do feel quite special now, which is a lovely difference from when I was on my own.",2
i barely even feel like explaining the weird history of shadow dancer the not really console port of the arcade sequel to shinobi even though there was already a console sequel to shinobi thats a totally different game the revenge of shinobi,5,"I would be happy to share the rather unusual history of Shadow Dancer, the non-console port of the arcade game following Shinobi, even though there was already a console sequel to Shinobi that is a completely different game, Revenge of Shinobi.",1
i feel stupid img width height src http voicesfromkrypton,0,I’m feeling a bit frustrated and perhaps a little inadequate right now.,0
i feel dumb after that,0,I’m feeling a bit disheartened after that.,0
i do however feel that some people would not be so shocked right,5,"I do, however, feel that some individuals might not be quite so surprised by this.",5
i still feel like i got hit by a car i walked away only shaken up and not seriously damaged,4,"I still feel a bit like I was in a car accident. I walked away shaken up, but thankfully without serious injury.",4
i was already packed didn t want to wait around for her to talk to her friend was feeling irritable tired and eventually gave up on trying to go in the first place made me feel more down about my situation,3,"I had already prepared, and I didn’t want to delay while she spoke with her friend. Feeling increasingly irritable and tired, I eventually decided it was best to abandon the attempt altogether, which unfortunately deepened my disappointment regarding my situation.",3
i notice that i feel a little apprehensive even to share all this,4,"I wanted to share this with you, and I realize it feels a little daunting to do so.",1
i loved it and it made me feel very elegant when i wore it,1,I absolutely loved it and it made me feel very elegant when I wore it.,1
im feeling doubtful about all of the patterns and colors working together but we cant be sure until everything comes together,4,"I’m having some doubts regarding how the patterns and colors are working together, but we can’t be certain until everything is fully assembled.",1
i feel shaken open as though my heart were broken into and there are no words to speak,4,"I feel deeply affected, as if a significant part of me has been opened up and deeply wounded, and I’m struggling to find the right words to express this.",0
i seem to have lost all sense of direction and feel doomed to get a crappy education and a dead end job when i used to feel destined to shine,0,"I’ve recently lost my sense of direction and am feeling discouraged about my future, particularly concerning my education and career prospects. I used to feel hopeful and confident in my potential, and I’m struggling with those feelings now.",0
i remember frequently feeling surprised by the statistic that of the population are hsps given that i almost never came across anyone who was an hsp,5,"I often found myself quite surprised by the statistic that a significant portion of the population are HSPs, especially since I rarely encountered others who identified as such.",5
i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses,4,"I didn't wish to feel excluded as the serious, religious Mormon girl, nor did I want to constantly remind anyone of my choices regarding not drinking, smoking, or wearing revealing clothing.",0
i feel hurt and i decide not to say that i am hurt but instead make up a story that takes the other person off the hook for being rude mean or unkind to me,0,"I’m feeling hurt, and to avoid directly addressing that, I’ve created a story to shift the focus away from the other person’s behavior and prevent them from feeling responsible for my feelings.",0
i did not feel any emotion or was deeply saddened or stunned for that matter,5,"I didn’t experience any particular emotion, and I wasn’t deeply saddened or particularly surprised by the situation.",5
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,1,"I would simply like to address the appearance of my eyebrows and perhaps gently remove any stray hairs that are extending towards my eyelid, should I feel comfortable with that.",1
i was feeling a tad bit nostalgic and decided to watch a classic starring bruce willis in the old flick titled monkeys,2,"I was feeling a little nostalgic and decided to watch a classic film featuring Bruce Willis, titled *Unbearable Lightness*.",2
i feel freaked like im not safe anywhere i run,1,"I’m feeling very anxious and unsafe, and I find myself needing to run away.",4
i rarely feel hesitant to say something sometimes even too much,4,"I occasionally find myself wanting to express myself, sometimes perhaps a little too freely.",4
id love to know in the comments i feel like its a funny thing but i always love reading about how people schedule their days,5,I would love to hear in the comments if you find it a fascinating thing – I always enjoy reading about how people structure their days.,0
i feel frustrated or the world around me lies shattered i just go and walk in the rain so that no body could see my eyes full of tears this is the delivery system of justice as conceptualized by our courts which we are learning the hard way,3,"I often feel a sense of frustration, as if the world is broken. I find solace in walking in the rain, hoping to conceal the tears in my eyes. This is the way our courts are currently administering justice, and we are learning this through difficult experience.",0
im sure he remembers what it feels like to have a delicious pregnant wife,1,"I’m sure he recalls the feeling of having a wonderful, pregnant wife.",1
i actually feel pretty good,1,"I’m feeling quite well, thank you.",1
i feel about him and how he affects me and people around me this is my story i have been trying for years to find a way back to the life i had before being in a long and very violent relationship,3,"I want to share my experience and how this relationship has impacted me and those around me. This is my story, and I’ve been working diligently for several years to rebuild my life after a long and intensely difficult relationship.",0
i just naturally feel like i m a better player,1,I often find myself feeling that I play at a higher level.,1
i feel neglectful but i shouldnt,0,"I recognize I haven’t been as attentive as I could be, and I want to do better.",1
ive never in my life had anyone make me feel as unimportant as insignificant as you did,0,I’ve never before experienced a feeling of being so unimportant and insignificant as the way you made me feel.,0
i have a reminder of the joy and peace i feel in his arms i am tortured,3,"I’m reminded of the joy and peace I experience when I’m held close, and I find that incredibly comforting.",1
i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,0,"I understand that I’ve been significantly impacted by this, and the importance of beauty is so deeply ingrained within me that I don’t believe I’ll ever fully stop feeling a sense of inadequacy related to not meeting society’s narrow and often unattainable standards of beauty.",0
i feel so terrified to tell her,4,I’m finding myself quite apprehensive about telling her.,4
